sweep_key,sweep_id,eval_group,algorithm,lr,hyperparameter,hyperparameter_value,eval_jobs,average_score_mean,average_score_std,average_score_ci95,best_average_score,worst_average_score,source_summary,drive_folder
final_hp,citylearn-final-hp-20260506-r1,public_dev,ppo,3e-3,ent_coef,0.0,3,0.770650,0.023375,0.058070,0.751468,0.796685,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,public_dev,ppo,1e-3,ent_coef,0.0,3,0.778410,0.040453,0.100498,0.731928,0.805647,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,public_dev,ppo,3e-3,ent_coef,0.01,3,0.807975,0.033733,0.083805,0.771513,0.838073,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,public_dev,ppo,1e-4,ent_coef,0.01,3,0.808327,0.017710,0.043997,0.789596,0.824799,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,public_dev,ppo,1e-3,ent_coef,0.01,3,0.811886,0.052571,0.130604,0.767325,0.869866,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,public_dev,ppo,1e-4,ent_coef,0.0,3,0.812090,0.037233,0.092500,0.769890,0.840307,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,public_dev,sac,1e-3,reward_scaling,5.0,3,0.553356,0.016809,0.041760,0.533968,0.563860,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,public_dev,sac,5e-4,reward_scaling,10.0,3,0.560255,0.020538,0.051023,0.544575,0.583504,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,public_dev,sac,1e-3,reward_scaling,2.5,3,0.564754,0.002455,0.006100,0.562984,0.567557,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,public_dev,sac,5e-4,reward_scaling,2.5,3,0.565668,0.029617,0.073579,0.531586,0.585162,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,public_dev,sac,2e-4,reward_scaling,10.0,3,0.565938,0.025980,0.064543,0.535939,0.581115,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,public_dev,sac,5e-4,reward_scaling,5.0,3,0.566970,0.013516,0.033579,0.558293,0.582543,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,public_dev,sac,1e-3,reward_scaling,10.0,3,0.567692,0.009358,0.023249,0.557419,0.575731,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,public_dev,sac,1e-4,reward_scaling,2.5,3,0.570085,0.015683,0.038962,0.556628,0.587308,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,public_dev,sac,2e-4,reward_scaling,2.5,3,0.577138,0.004562,0.011334,0.572032,0.580813,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,public_dev,sac,1e-4,reward_scaling,5.0,3,0.577384,0.006812,0.016924,0.572851,0.585218,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,public_dev,sac,1e-4,reward_scaling,10.0,3,0.582741,0.004124,0.010245,0.579290,0.587308,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,public_dev,sac,2e-4,reward_scaling,5.0,3,0.584964,0.011085,0.027540,0.576531,0.597520,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,public_dev,td3,1e-3,exploration_noise,0.05,3,0.600946,0.032894,0.081720,0.573532,0.637421,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,public_dev,td3,3e-4,exploration_noise,0.1,3,0.608324,0.007108,0.017659,0.601323,0.615534,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,public_dev,td3,1e-3,exploration_noise,0.1,3,0.618056,0.006197,0.015395,0.614374,0.625211,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,public_dev,td3,5e-4,exploration_noise,0.05,3,0.632528,0.014835,0.036856,0.623651,0.649654,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,public_dev,td3,5e-4,exploration_noise,0.2,3,0.634875,0.012990,0.032272,0.619896,0.643042,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,public_dev,td3,5e-4,exploration_noise,0.1,3,0.637077,0.008512,0.021146,0.629618,0.646350,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,public_dev,td3,3e-4,exploration_noise,0.2,3,0.639520,0.024287,0.060336,0.614097,0.662483,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,public_dev,td3,3e-4,exploration_noise,0.05,3,0.653246,0.022415,0.055685,0.627390,0.667165,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,public_dev,td3,1e-3,exploration_noise,0.2,3,0.657666,0.021668,0.053830,0.636875,0.680116,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_all,ppo,3e-3,ent_coef,0.0,18,0.799466,0.035814,0.017811,0.711423,0.839168,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_all,ppo,1e-3,ent_coef,0.0,18,0.825961,0.041131,0.020456,0.714734,0.872074,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_all,ppo,1e-4,ent_coef,0.0,18,0.826728,0.051633,0.025679,0.729276,0.890193,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_all,ppo,1e-4,ent_coef,0.01,18,0.835367,0.046537,0.023144,0.736593,0.890191,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_all,ppo,3e-3,ent_coef,0.01,18,0.839774,0.055389,0.027547,0.730751,0.925452,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_all,ppo,1e-3,ent_coef,0.01,18,0.885487,0.034935,0.017374,0.801988,0.932040,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_all,sac,5e-4,reward_scaling,5.0,18,0.701912,0.046426,0.023089,0.597067,0.756968,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_all,sac,1e-3,reward_scaling,5.0,18,0.704792,0.053585,0.026650,0.603862,0.790042,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_all,sac,5e-4,reward_scaling,10.0,18,0.708457,0.056715,0.028206,0.606966,0.788087,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_all,sac,5e-4,reward_scaling,2.5,18,0.711941,0.053274,0.026495,0.605404,0.775663,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_all,sac,1e-3,reward_scaling,2.5,18,0.714160,0.050764,0.025246,0.605317,0.770842,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_all,sac,1e-3,reward_scaling,10.0,18,0.720776,0.051195,0.025461,0.607799,0.775157,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_all,sac,2e-4,reward_scaling,5.0,18,0.730395,0.057744,0.028718,0.607430,0.794040,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_all,sac,2e-4,reward_scaling,10.0,18,0.731471,0.064597,0.032126,0.587789,0.836094,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_all,sac,2e-4,reward_scaling,2.5,18,0.741353,0.054590,0.027149,0.628582,0.811583,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_all,sac,1e-4,reward_scaling,5.0,18,0.754033,0.052590,0.026155,0.658327,0.828704,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_all,sac,1e-4,reward_scaling,10.0,18,0.754181,0.060619,0.030148,0.615296,0.840572,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_all,sac,1e-4,reward_scaling,2.5,18,0.759001,0.048139,0.023941,0.647087,0.819230,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_all,td3,3e-4,exploration_noise,0.2,18,0.727475,0.034599,0.017207,0.647634,0.778789,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_all,td3,3e-4,exploration_noise,0.1,18,0.741817,0.036165,0.017986,0.661452,0.795385,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_all,td3,1e-3,exploration_noise,0.05,18,0.746759,0.030083,0.014961,0.681394,0.791484,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_all,td3,5e-4,exploration_noise,0.1,18,0.760588,0.043207,0.021488,0.664813,0.814544,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_all,td3,5e-4,exploration_noise,0.2,18,0.763030,0.040832,0.020307,0.661737,0.809862,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_all,td3,5e-4,exploration_noise,0.05,18,0.764595,0.040555,0.020170,0.690580,0.843664,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_all,td3,1e-3,exploration_noise,0.1,18,0.767584,0.030680,0.015258,0.702141,0.815045,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_all,td3,1e-3,exploration_noise,0.2,18,0.771872,0.033373,0.016598,0.683252,0.819337,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_all,td3,3e-4,exploration_noise,0.05,18,0.785426,0.029824,0.014832,0.719255,0.831348,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_phase2,ppo,3e-3,ent_coef,0.0,9,0.782011,0.041024,0.031534,0.711423,0.835338,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_phase2,ppo,1e-4,ent_coef,0.0,9,0.802704,0.057409,0.044129,0.729276,0.870688,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_phase2,ppo,1e-3,ent_coef,0.0,9,0.804376,0.045860,0.035251,0.714734,0.861227,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_phase2,ppo,1e-4,ent_coef,0.01,9,0.810651,0.050303,0.038666,0.736593,0.867347,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_phase2,ppo,3e-3,ent_coef,0.01,9,0.815451,0.061207,0.047048,0.730751,0.910023,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_phase2,ppo,1e-3,ent_coef,0.01,9,0.865032,0.035218,0.027071,0.801988,0.904381,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_phase2,sac,5e-4,reward_scaling,10.0,9,0.663757,0.043217,0.033219,0.606966,0.717495,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_phase2,sac,1e-3,reward_scaling,5.0,9,0.665839,0.043498,0.033436,0.603862,0.724555,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_phase2,sac,5e-4,reward_scaling,5.0,9,0.666234,0.037124,0.028536,0.597067,0.700996,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_phase2,sac,5e-4,reward_scaling,2.5,9,0.672125,0.047508,0.036517,0.605404,0.723115,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_phase2,sac,1e-3,reward_scaling,2.5,9,0.676461,0.044146,0.033933,0.605317,0.715731,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_phase2,sac,1e-3,reward_scaling,10.0,9,0.681443,0.044816,0.034449,0.607799,0.730178,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_phase2,sac,2e-4,reward_scaling,10.0,9,0.683756,0.052321,0.040217,0.587789,0.741862,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_phase2,sac,2e-4,reward_scaling,5.0,9,0.684544,0.046893,0.036045,0.607430,0.739941,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_phase2,sac,2e-4,reward_scaling,2.5,9,0.699384,0.044525,0.034225,0.628582,0.756844,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_phase2,sac,1e-4,reward_scaling,10.0,9,0.710175,0.051303,0.039435,0.615296,0.770372,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_phase2,sac,1e-4,reward_scaling,5.0,9,0.715883,0.044229,0.033997,0.658327,0.788764,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_phase2,sac,1e-4,reward_scaling,2.5,9,0.726449,0.047592,0.036583,0.647087,0.771374,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_phase2,td3,3e-4,exploration_noise,0.2,9,0.713147,0.042615,0.032757,0.647634,0.778789,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_phase2,td3,3e-4,exploration_noise,0.1,9,0.727922,0.038171,0.029341,0.661452,0.770235,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_phase2,td3,1e-3,exploration_noise,0.05,9,0.730462,0.032010,0.024605,0.681394,0.769562,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_phase2,td3,5e-4,exploration_noise,0.1,9,0.748056,0.050352,0.038704,0.664813,0.813553,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_phase2,td3,5e-4,exploration_noise,0.05,9,0.751879,0.038597,0.029668,0.690580,0.808233,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_phase2,td3,5e-4,exploration_noise,0.2,9,0.751911,0.052010,0.039978,0.661737,0.809862,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
final_hp,citylearn-final-hp-20260506-r1,released_phase2,td3,1e-3,exploration_noise,0.2,9,0.761436,0.041475,0.031880,0.683252,0.814357,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-final-hp-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1bF4WxZ1BiUPAJc0raDXePxPzLSV7kfnP
